country,gender,record_count,average_age_of_death
United States of America; Brazil,Male,3,81.33333333333333
United States of America; British Hong Kong,Male,1,85.0
United States of America; British people,Female,1,53.0
United States of America; Bulgaria,Male,1,45.0
United States of America; Cape Verde,Male,1,55.0
United States of America; Colombia,Female,1,37.0
United States of America; Colombia,Male,1,63.0
United States of America; Confederate States of America,Male,8,51.25
United States of America; Cuba,Female,5,74.8
United States of America; Cuba,Male,10,69.3
United States of America; Czech Republic,Male,4,71.5
United States of America; Czechoslovakia,Female,1,84.0
United States of America; Denmark,Female,1,60.0
United States of America; Denmark,Male,4,62.75
United States of America; Ecuador,Male,2,88.5
United States of America; Egypt,Male,2,75.0
United States of America; Egypt; Soviet Union; Russian Empire,Male,1,73.0
United States of America; El Salvador,Female,3,54.333333333333336
United States of America; English,Male,1,71.0
United States of America; Eritrea,Male,1,61.0
United States of America; Finland,Female,2,65.5
United States of America; Finland,Male,2,48.5
United States of America; First Republic of Austria,Male,1,76.0
United States of America; France,Female,10,71.1
United States of America; France,Male,25,63.72
United States of America; France; Argentina,Male,1,57.0
United States of America; France; Kingdom of Hungary,Male,1,41.0
United States of America; France; Russia; Russian Empire,Male,1,93.0
United States of America; France; Russia; Soviet Union,Female,1,45.0
United States of America; France; Russian Empire,Female,1,46.0
United States of America; France; Russian Empire,Male,1,89.0
United States of America; France; Soviet Union; Austria-Hungary; Russian Empire,Male,1,42.0
United States of America; France; Tunisia,Male,1,70.0
United States of America; France; United Kingdom; Kingdom of Italy,Male,1,73.0
United States of America; French Third Republic; Second French Empire,Male,1,40.0
United States of America; German Empire,Male,4,58.25
United States of America; German Empire; German Confederation,Male,1,84.0
United States of America; German Reich,Female,1,85.0
United States of America; Germany,Female,7,69.71428571428571
United States of America; Germany,Male,52,65.96153846153847
United States of America; Germany; German Democratic Republic; Weimar Republic,Male,1,88.0
United States of America; Germany; Weimar Republic; German Empire,Male,1,98.0
United States of America; Germany; West Germany,Male,1,68.0
United States of America; Ghana,Male,1,76.0
United States of America; Greece,Male,3,55.333333333333336
United States of America; Greece; France,Male,1,97.0
United States of America; Guyana,Male,1,63.0
United States of America; Haiti,Female,1,32.0
United States of America; Haiti,Male,2,39.5
United States of America; Iceland,Male,2,66.5
United States of America; India,Female,2,33.0
United States of America; India,Male,1,67.0
United States of America; India; British Raj,Male,1,84.0
United States of America; Iran,Female,1,40.0
United States of America; Iran,Male,2,77.0
United States of America; Islands of Refreshment,Male,1,69.0
United States of America; Israel,Female,1,55.0
United States of America; Israel,Male,10,56.2
United States of America; Israel; Soviet Union,Male,1,56.0
United States of America; Israel; Soviet Union; Russian Empire; Second Polish Republic; People's Republic of Poland,Male,1,76.0
United States of America; Italy,Male,2,63.0
United States of America; Italy; Kingdom of Italy,Male,24,67.58333333333333
United States of America; Jamaica,Male,1,70.0
United States of America; Jamaica; Soviet Union,Male,1,88.0
United States of America; Kingdom of Great Britain,Male,6,60.666666666666664
United States of America; Kingdom of Hanover,Male,1,78.0
United States of America; Kingdom of Hawaiʻi,Female,1,50.0
United States of America; Kingdom of Hawaiʻi,Male,2,63.0
United States of America; Kingdom of Hungary,Female,2,70.0
United States of America; Kingdom of Hungary,Male,2,64.0
United States of America; Kingdom of Italy,Female,2,58.5
United States of America; Kingdom of Italy,Male,16,52.6875
United States of America; Kingdom of Romania,Male,1,80.0
United States of America; Kingdom of Yugoslavia,Female,1,82.0
United States of America; Kingdom of the Netherlands,Female,3,64.0
United States of America; Kingdom of the Netherlands,Male,14,65.64285714285714
United States of America; Korea; Joseon,Male,1,87.0
United States of America; Lithuania,Female,1,62.0
United States of America; Lithuania,Male,3,49.333333333333336
United States of America; Mali,Male,2,72.0
United States of America; Malta,Male,1,78.0
United States of America; Mexico,Female,3,63.666666666666664
United States of America; Mexico,Male,8,64.5
United States of America; Mexico; Republic of Texas,Male,1,43.0
United States of America; Monaco,Female,1,53.0
United States of America; Myanmar,Male,1,92.0
United States of America; Nazi Germany; Weimar Republic; German Empire,Female,1,91.0
United States of America; Nazi Germany; Weimar Republic; German Empire,Male,2,54.0
United States of America; New York,Male,1,56.0
United States of America; New Zealand,Male,5,82.6
United States of America; Nicaragua,Male,1,27.0
United States of America; Ottoman Empire,Male,1,27.0
United States of America; Ottoman Empire; Soviet Union,Male,1,89.0
United States of America; Pakistan; Bangladesh; British Raj,Male,1,53.0
United States of America; People's Republic of China,Female,1,60.0
United States of America; People's Republic of China,Male,1,87.0
United States of America; People's Republic of Hungary; Kingdom of Hungary,Female,1,66.0
United States of America; Peru,Female,1,86.0
United States of America; Poland,Female,2,72.0
United States of America; Poland,Intersex,1,69.0
United States of America; Poland,Male,20,69.75
United States of America; Poland; Austria; Germany; Austria-Hungary,Male,1,55.0
United States of America; Poland; France,Male,2,90.0
United States of America; Poland; Israel,Male,1,72.0
United States of America; Poland; Russian Empire,Male,2,74.0
United States of America; Prince-Bishopric of Münster,Male,1,37.0
United States of America; Puerto Rico,Male,1,42.0
United States of America; Republic of China (1912–1949),Male,1,57.0
United States of America; Republic of Texas,Male,1,60.0
United States of America; Romania,Female,1,90.0
United States of America; Romania,Male,4,69.25
United States of America; Russia,Male,2,53.0
United States of America; Russia; Soviet Union,Female,1,48.0
United States of America; Russia; Soviet Union,Male,2,82.5
United States of America; Russian Empire,Female,2,65.5
United States of America; Russian Empire,Male,17,72.05882352941177
United States of America; Russian Soviet Federative Socialist Republic; Russian Soviet Federative Socialist Republic,Male,1,72.0
United States of America; Russian Soviet Federative Socialist Republic; Soviet Union; Russian Empire; Russian Republic,Female,1,77.0
United States of America; Second Polish Republic,Male,1,89.0
United States of America; Singapore; India,Male,1,58.0
United States of America; Socialist Federal Republic of Yugoslavia,Male,1,54.0
United States of America; South Africa,Male,3,76.66666666666667
United States of America; Soviet Union,Female,2,51.0
United States of America; Soviet Union,Male,12,60.916666666666664
United States of America; Soviet Union; Russian Empire,Female,1,69.0
United States of America; Soviet Union; Russian Empire,Male,3,67.33333333333333
United States of America; Soviet Union; Russian Empire; Russian Soviet Federative Socialist Republic,Male,1,64.0
United States of America; Sweden,Female,4,69.0
United States of America; Sweden,Male,3,49.333333333333336
United States of America; Switzerland,Female,2,75.5
United States of America; Switzerland,Male,6,61.0
United States of America; Switzerland; Austria,Male,1,58.0
United States of America; Switzerland; Austria-Hungary; Weimar Republic; German Empire,Male,1,76.0
United States of America; Switzerland; France; Polish–Lithuanian Commonwealth,Male,1,71.0
United States of America; Syria,Male,1,75.0
United States of America; Taiwan; Republic of China (1912–1949),Male,2,58.0
United States of America; Trinidad and Tobago; Guinea,Male,1,57.0
United States of America; Turkey,Female,2,48.0
United States of America; Turkey,Male,1,83.0
United States of America; Ukraine,Male,1,92.0
United States of America; Ukraine; Soviet Union,Female,1,69.0
United States of America; United Kingdom,Female,17,73.76470588235294
United States of America; United Kingdom,Male,40,71.1
United States of America; United Kingdom of Great Britain and Ireland,Female,3,43.333333333333336
United States of America; United Kingdom of Great Britain and Ireland,Male,15,60.733333333333334
United States of America; United Kingdom; Austria-Hungary; United Kingdom of Great Britain and Ireland,Male,1,58.0
United States of America; United Kingdom; Nazi Germany; United Kingdom of Great Britain and Ireland,Male,1,40.0
United States of America; United Kingdom; Romania,Male,1,86.0
United States of America; United Kingdom; Russia; Georgia; Soviet Union,Female,1,85.0
United States of America; United Kingdom; United Kingdom of Great Britain and Ireland,Female,1,77.0
United States of America; United Kingdom; United Kingdom of Great Britain and Ireland,Male,11,73.0
United States of America; United States of America; Confederate States of America,Male,3,67.0
United States of America; United States of America; United Kingdom,Female,1,79.0
United States of America; Uruguay,Male,1,63.0
United States of America; Venezuela,Female,2,58.0
United States of America; Venezuela,Male,2,81.5
United States of America; Weimar Republic,Female,1,88.0
United States of America; Weimar Republic,Male,1,80.0
United States of America; Weimar Republic; German Empire,Male,1,60.0
United States of America; Weimar Republic; German Empire; North German Confederation,Male,1,57.0
Uruguay,Female,12,45.75
Uruguay,Male,44,55.75
Uruguay; Argentina,Male,3,78.33333333333333
Uruguay; France,Male,2,39.5
Uzbekistan,Male,1,78.0
Uzbekistan; Soviet Union,Male,1,78.0
Vanuatu,Male,3,65.33333333333333
Venezuela,Female,18,54.833333333333336
Venezuela,Male,71,54.53521126760563
Venezuela; Gran Colombia,Male,1,35.0
Viceroyalty of Perú,Female,2,33.0
Viceroyalty of Perú,Male,2,37.0
Vietnam,Female,1,23.0
Vietnam,Male,21,59.142857142857146
Vietnam; Tang Empire,Male,1,66.0
Wales,Female,4,47.75
Wales,Male,19,53.421052631578945
Wales; Australia,Male,1,40.0
Wales; Kingdom of England,Male,6,46.5
Wales; Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,Female,1,66.0
Wales; Kingdom of Great Britain; United Kingdom of Great Britain and Ireland,Male,1,64.0
Wales; New Zealand,Male,1,72.0
Wales; New Zealand; United Kingdom of Great Britain and Ireland,Male,1,51.0
Wales; United Kingdom,Female,6,58.833333333333336
Wales; United Kingdom,Male,49,62.142857142857146
Wales; United Kingdom of Great Britain and Ireland,Female,2,64.5
Wales; United Kingdom of Great Britain and Ireland,Male,8,46.0
Wales; United Kingdom; United Kingdom of Great Britain and Ireland,Female,5,91.2
Wales; United Kingdom; United Kingdom of Great Britain and Ireland,Male,13,70.15384615384616
Wales; United States of America,Male,1,74.0
Wales; United States of America; United Kingdom,Male,1,71.0
Weimar Republic,Female,1,27.0
Weimar Republic,Male,3,59.333333333333336
Weimar Republic; German Empire,Female,1,29.0
Weimar Republic; German Empire,Male,4,64.5
Weimar Republic; Kingdom of Bavaria; German Reich,Male,1,56.0
West Germany,Male,4,49.25
West Germany; German Reich,Male,1,75.0
Western Han Dynasty,Female,1,31.0
Western Han Dynasty,Male,6,32.833333333333336
Western Jin dynasty,Male,2,54.5
Western Sahara,Female,1,57.0
Western Sahara,Male,2,59.5
Western Wei,Male,1,29.0
Western Xia,Male,1,45.0
Wu,Male,2,32.5
Xinjiang,Male,1,52.0
Yemen,Male,7,60.57142857142857
Yemen Arab Republic,Male,1,37.0
Yemen Arab Republic; Mutawakkilite Kingdom of Yemen,Male,1,34.0
Yemen; Yemen Arab Republic,Male,1,39.0
Yuan dynasty,Male,3,39.666666666666664
Yuan dynasty; Ming dynasty; China,Male,1,30.0
Yuan dynasty; Mongol Empire,Male,1,82.0
Yuan dynasty; Tianwan,Male,1,59.0
Yugoslavia,Female,1,49.0
Yugoslavia,Male,18,50.333333333333336
Yugoslavia; Socialist Federal Republic of Yugoslavia,Male,1,33.0
Zambia,Male,13,42.69230769230769
Zambia; Democratic Republic of the Congo,Male,1,37.0
Zengid dynasty,Male,1,56.0
Zhao,Male,1,21.0
Zimbabwe,Female,1,84.0
Zimbabwe,Male,17,64.76470588235294
Zimbabwe; Rhodesia,Male,1,52.0
Zimbabwe; Rhodesia; Federation of Rhodesia and Nyasaland; Southern Rhodesia; Zimbabwe Rhodesia,Male,1,66.0
ancient Rome,Female,6,41.5
ancient Rome,Male,9,47.666666666666664
duchy of Saxe-Coburg and Gotha,Female,1,31.0
